,population,city,province,# restaurants,restaurants per capita,population per restaurant,restaurants per 10k people,"city, state"
39,462628.0,Long Beach,CA,36,7.781630165057022e-05,12850.777777777777,0.7781630165057022,"Long Beach, CA"
40,449974.0,Virginia Beach,VA,46,0.00010222812873632699,9782.04347826087,1.0222812873632698,"Virginia Beach, VA"
41,433031.0,Oakland,CA,19,4.387676632850766e-05,22791.105263157893,0.4387676632850766,"Oakland, CA"
42,429606.0,Minneapolis,MN,79,0.00018388942426316205,5438.050632911392,1.8388942426316206,"Minneapolis, MN"
43,401190.0,Tulsa,OK,54,0.0001345995662902864,7429.444444444444,1.345995662902864,"Tulsa, OK"
44,399700.0,Tampa,FL,73,0.00018263697773329997,5475.342465753424,1.8263697773329999,"Tampa, FL"
45,398854.0,Arlington,TX,25,6.267957698807082e-05,15954.16,0.6267957698807083,"Arlington, TX"
46,390144.0,New Orleans,LA,27,6.920521653543307e-05,14449.777777777777,0.6920521653543307,"New Orleans, LA"
47,389938.0,Wichita,KS,36,9.232236919715442e-05,10831.611111111111,0.9232236919715442,"Wichita, KS"
48,384145.0,Bakersfield,CA,37,9.631779666532169e-05,10382.297297297297,0.963177966653217,"Bakersfield, CA"
