,name,address,city,province,latitude,longitude
0,mcdonalds,324 Main St,Massena,NY,44.9213,-74.89021
1,wendys,530 Clinton Ave,Washington Court House,OH,39.53255,-83.44526
2,frischsbigboy,408 Market Square Dr,Maysville,KY,38.62736,-83.79141
3,mcdonalds,6098 State Highway 37,Massena,NY,44.95008,-74.84553
4,omgrotisserie,139 Columbus Rd,Athens,OH,39.35155,-82.09728
5,dominospizza,4182 Tonya Trl,Hamilton,OH,39.4176,-84.47641
6,dominospizza,590 S Main St,Englewood,OH,39.86969,-84.29358
7,mcdonalds,401 N Jennings St,Saluda,SC,34.00598,-81.7704
8,wendys,205 W Church St,Batesburg,SC,33.91335,-81.5333
9,pizzahut,2711 W. Kings Highway Ste. 18,Paragould,AR,36.06107,-90.52325
10,sonicdrivein,613 W Center St,Sheridan,AR,34.30687,-92.40784
11,dominospizza,512 Highway 425 S Lot B,Monticello,AR,33.61937,-91.80232
12,mcdonalds,1535 NW 50th St,Oklahoma City,OK,35.52234,-97.5382
13,dominospizza,125 Towne Center Dr,Lexington,KY,38.06753,-84.53043
14,longjohnsilvers,66 14th St.,Tell City,IN,37.941032,-86.762115
15,mcdonalds,301 University Blvd,Louisville,KY,38.21999,-85.764824
16,mcdonalds,5812 NW Expressway,Oklahoma City,OK,35.54815,-97.61717
17,tacobell,101 Thomas Garst Ln,Leland,NC,34.23389,-77.99544
18,mcdonalds,1111 New Pointe Blvd,Leland,NC,34.21188,-78.02454
19,qdobamexicangrill,782 Old Hickory Blvd Ste 120,Brentwood,TN,36.04222,-86.77995
20,mcdonalds,108 Village Rd NE,Leland,NC,34.234477,-78.000649
21,mcdonalds,1116 Old Highway 60,Hardinsburg,KY,37.792641,-86.492762
22,mcdonalds,1423 Southwest Pkwy,Wichita Falls,TX,33.85371,-98.50065
23,mcdonalds,908 Padre Blvd,South Padre Island,TX,26.09105,-97.1643
24,mcdonalds,1131n N Main St,Miami,OK,36.88826,-94.87766
25,pizzahut,3401 Hwy 165 North,Pineville,LA,31.3626,-92.41343
26,sonicdrivein,1631 E Madison Ave,Bastrop,LA,32.77992,-91.89477
27,dominospizza,301 S Lynn Riggs Blvd,Claremore,OK,36.31069,-95.61759
28,mcdonalds,601 E Lincolnway,Minerva,OH,40.732,-81.09812
29,sonicdrivein,3211 S 4th St,Leavenworth,KS,39.28532,-94.90441
30,tacobell,105 Business Loop W,Jamestown,ND,46.898997,-98.707788
31,dominospizza,1531 University Dr S,Fargo,ND,46.85659,-96.79863
32,tacojohns,718 10th St SE,Jamestown,ND,46.89896,-98.6984
33,mcdonalds,1400 24th Ave SW,Minot,ND,48.20858,-101.3128
34,whataburger,703 S Magnolia St,Woodville,TX,30.76846,-94.41477
35,pizzahut,1535 S Broadway,Minot,ND,48.219459,-101.296022
36,dominospizza,775 S Main St,Smithfield,UT,41.82069,-111.83318
37,hamburgerking,218 W Main St,Ada,OK,34.77482,-96.68126
38,sonicdrivein,3208 S Elm Pl,Broken Arrow,OK,36.01948,-95.79756
39,dominospizza,3056 Classen Blvd Unit A,Norman,OK,35.18173,-97.41709
40,burgerking,982 Macon St,Warner Robins,GA,32.59495,-83.58338
41,burgerking,6060 San Mateo Blvd NE,Albuquerque,NM,35.144456,-106.585927
42,mcdonalds,8401 Gateway Blvd W Ste M4,El Paso,TX,31.77465,-106.38071
43,sonicdrivein,450 N Harrison Ave,Shawnee,OK,35.33252,-96.91222
44,tacotime,9455 SW Barbur Blvd,Portland,OR,45.457027,-122.713696
45,mcdonalds,351 River Hill Dr,Ashland,KY,38.48554,-82.658096
46,burgerking,18000 Bagley Rd,Cleveland,OH,41.373042,-81.826072
47,mcdonalds,3700 N 1st Ave,Evansville,IN,38.01322,-87.57549
48,jimmyjohns,895 N Highway 77 Ste 300,Waxahachie,TX,32.41269,-96.84213
49,dominospizza,819 SW 19th St,Oklahoma City,OK,35.32026,-97.50536
50,jerseymikessubs,"95-1249 Meheula Parkway,",Mililani,HI,21.45311,-158.01738
51,popeyeslouisianakitchen,1625 Veterans Pkwy,Jeffersonville,IN,38.32967,-85.74938
52,qdobamexicangrill,2730 S Hurstbourne Pkwy Suite 100,Louisville,KY,38.21234,-85.59548
53,dominospizza,5680 Commercial St SE Ste 100,Salem,OR,44.87205,-123.02243
54,whataburger,2870 W Loop 1604 S,San Antonio,TX,29.4033,-98.70619
55,qdobamexicangrill,1321 Herr Ln Ste 150,Louisville,KY,38.26897,-85.61074
56,tacobell,100 Northside Dr,Bennington,VT,42.89413,-73.20316
57,whataburger,6611 S Mo Pac Expy Ste B,Austin,TX,30.22023,-97.83528
58,whataburger,9300 S Interstate 35 Bldg H,Austin,TX,30.16525,-97.78887
59,hardees,315 N Stephenson Ave,Iron Mountain,MI,45.825755,-88.063121
60,mcdonalds,2439 Springs Rd NE,Hickory,NC,35.75332,-81.28572
61,rallys,9651 Natural Bridge Rd,Saint Louis,MO,38.72914,-90.34394
62,quiznos,1665 Dove Park Rd Ste 300,Mandeville,LA,30.41178,-90.04186
63,burgerking,225 Grant Ave,Auburn,NY,42.94987,-76.54722
64,whataburger,5400 FM 1640 Rd Ste 500,Richmond,TX,29.55941,-95.76008
65,dominospizza,2448 University Ave,Green Bay,WI,44.51312,-87.96051
66,sonicdrivein,111 Commons Dr,Maumelle,AR,34.84808,-92.40624
67,tacobell,344 S Service Rd E,Sullivan,MO,38.22303,-91.15696
68,dominospizza,6490 Memphis Arlington Rd Ste 103,Memphis,TN,35.22655,-89.84786
69,tacobell,2124 S 1st St,Yakima,WA,46.57144,-120.48825
70,jimmyjohns,482 Branson Landing Blvd Ste 105,Branson,MO,36.65075,-93.22026
71,tacobell,406 S Thompson St,Springdale,AR,36.182436,-94.138658
72,dominospizza,5094 Murfreesboro Rd Ste 1,La Vergne,TN,36.02074,-86.5812
73,mcdonalds,801 S Vaughn Dr,Brusly,LA,30.387691,-91.25265
74,dominospizza,5100 NC Highway 87 S Ste 102,Fayetteville,NC,34.9297,-78.85668
75,burgerking,Co-Op City,Bronx,NY,40.8691,-73.8248
76,mcdonalds,3898 Cleveland Hwy,Dalton,GA,34.89383,-84.94654
77,jackinthebox,1865 Blankenship Rd,West Linn,OR,45.349698,-122.653281
78,sonicdrivein,825 W 1100 S,Brigham City,UT,41.48602,-112.02944
79,tacobell,955 S Main St,Brigham City,UT,41.49113,-112.01555
80,subway,875 W 1150 S,Brigham City,UT,41.48561,-112.02934
81,jimmyjohns,524 Indian Boundary Rd,Chesterton,IN,41.6165,-87.0439
82,mcdonalds,801 University St,Martin,TN,36.3485,-88.87344
83,hardees,2505 State Rd,La Crosse,WI,43.79609,-91.21769
84,mcdonalds,1610 Sycamore View Rd,Memphis,TN,35.1694,-89.86479
85,mcdonalds,2437 George St,La Crosse,WI,43.85742,-91.23993
86,tacojohns,813 N Central Ave,Marshfield,WI,44.674233,-90.168369
87,mcdonalds,1101 N Central Ave,Marshfield,WI,44.67742,-90.16521
88,mrhero,4601 Northfield Rd,Cleveland,OH,41.433314,-81.523935
89,mcdonalds,1601 W Lincoln Ave,Yakima,WA,46.6039,-120.53093
90,mcdonalds,5706 W 7800 S,West Jordan,UT,40.60985,-112.0266
91,tacobell,1014 Highway 82 E,Indianola,MS,33.45785,-90.63563
92,dominospizza,640 Huebner Rd,Fort Riley,KS,39.0644,-96.79881
93,tacobell,1418 W Sunset Blvd,Saint George,UT,37.122977,-113.613499
94,tacobell,610 E Saint George Blvd,Saint George,UT,37.109869,-113.570286
95,pizzahut,4651 W 6th St,Lawrence,KS,38.971514,-95.301449
96,amigoskingsclassic,5540 Old Cheney Rd,Lincoln,NE,40.75546,-96.64543
97,raisingcaneschickenfingers,7501 W 135th St,Overland Park,KS,38.88353,-94.672
98,mcdonalds,4204 Milan Rd,Sandusky,OH,41.41841,-82.67352
99,whataburger,6300 Gulf Fwy,La Marque,TX,29.3676,-94.97416
100,mcdonalds,1302 Highway 35 N,Rockport,TX,28.036688,-97.04238
101,dominospizza,3515 Springdale Rd,Cincinnati,OH,39.25009,-84.59411
102,dominospizza,7720 Laurel Ave,Cincinnati,OH,39.18985,-84.36207
103,whataburger,123 Creekside Xing,New Braunfels,TX,29.7279,-98.07612
104,burgerking,793 Roosevelt Trl,Windham,ME,43.83887,-70.44217
105,tacotime,14700 E Indiana Ave,Spokane,WA,47.673976,-117.206394
106,sonicdrivein,201 Commerce Dr,Jefferson City,MO,38.59259,-92.2254
107,mcdonalds,3124 S Ten Mile Dr,Jefferson City,MO,38.58068,-92.2352
108,coopdeville,1417 Jackson Ave W,Oxford,MS,34.36729,-89.54978
109,mcdonalds,2984 Upland Pkwy,Sidney,NE,41.138,-102.98557
110,amigoskingsclassic,1002 J St,Auburn,NE,40.39457,-95.83913
111,bgood,191 7th St,Garden City,NY,40.725253,-73.634393
112,dominospizza,544 Conestoga Pkwy,Shepherdsville,KY,37.9978,-85.70737
113,mcdonalds,101 Smith Rd,Glasgow,KY,37.0082,-85.92208
114,sonicdrivein,5212 Jackson St,Alexandria,LA,31.27267,-92.48395
115,mcdonalds,131 S Highway 27,Somerset,KY,37.09224,-84.61883
116,dominospizza,1511 C Goff Blvd S W Plaza Rio Shpg Ctr,Albuquerque,NM,35.085335,-106.60555
117,mcdonalds,4800 Frederica St,Owensboro,KY,37.723743,-87.123894
118,burgerking,300 W Esplanade Ave,Kenner,LA,30.02306,-90.26933
119,sonicdrivein,5963 W Main St,Houma,LA,29.63346,-90.75858
120,dominospizza,7849 Tramway Blvd NE Ste D,Albuquerque,NM,35.17351,-106.49703
121,rallys,400 Clifty Dr,Madison,IN,38.77544,-85.39367
122,tacobell,1228 Saint Charles St,Houma,LA,29.58875,-90.74346
123,tacobell,725 Sterlington Hwy,Farmerville,LA,32.7715,-92.39699
124,pizzahut,1088 Westbank Expy,Westwego,LA,29.89708,-90.14081
125,sonicdrivein,1000 Government St,Baton Rouge,LA,30.44345,-91.17915
126,backyardburgers,314 E Carpenter St,Cleveland,MS,33.75489,-90.71678
127,mcdonalds,120 S Davis Ave,Cleveland,MS,33.74364,-90.71593
128,wendys,1231 Holcomb Blvd,Camp Lejeune,NC,34.72418,-77.34444
129,dominospizza,112 E 2nd St,Duluth,MN,46.78937,-92.09841
130,burgerking,976 William H Wilson Ave Ste 100,Fort Stewart,GA,31.8613,-81.61078
131,sonicdrivein,2910 Lurleen B Wallace Blvd,Northport,AL,33.236442,-87.576869
132,dominospizza,2441 James St,Coralville,IA,41.68432,-91.60353
133,tacobell,602 Highway 31 SW,Hartselle,AL,34.439438,-86.940455
134,dominospizza,107 Jordan Plz,Elizabeth City,NC,36.29457,-76.23925
135,mcdonalds,905 W Corbett Ave,Swansboro,NC,34.69765,-77.14086
136,arbys,2001 Sutton Ln,Sutton,WV,38.70084,-80.664158
137,pacificrim,161 Church St,Burlington,VT,44.47568,-73.21264
138,tacobell,3716 7th St,Bay City,TX,28.9826,-95.94636
139,paexpress,443 Killian Rd,Columbia,SC,34.13885,-80.95378
140,dominospizza,122 Hayward Ave,Ames,IA,42.02193,-93.65164
141,tacobell,1306 Scotland Crossing Dr,Laurinburg,NC,34.760626,-79.487148
142,chickfila,1700 Norman Dr Spc 1056,Valdosta,GA,30.84377,-83.32041
143,hardees,502 W Columbia Ave,Batesburg,SC,33.903931,-81.545787
144,dominospizza,4965 Centre Pointe Dr,North Charleston,SC,32.87129,-80.02056
145,mcdonalds,2441 Northgate St,Ottumwa,IA,41.04905,-92.41165
146,mcdonalds,903 E Milam St,Mexia,TX,31.68468,-96.47389
147,captainds,5131 Government St,Baton Rouge,LA,30.44529,-91.13715
148,whataburger,4021 Interstate Highway 69 Access Rd,Corpus Christi,TX,27.85699,-97.63067
149,jackinthebox,839 E Mulberry St,Angleton,TX,29.165887,-95.422475
150,sonicdrivein,3900 University Pkwy,Natchitoches,LA,31.75324,-93.10647
151,mcdonalds,1855 Main Ave N,Tillamook,OR,45.486681,-123.845556
152,dominospizza,400 Downs Blvd Ste 100,Franklin,TN,35.90875,-86.88409
153,sonicdrivein,808 E Liberty St,Mexico,MO,39.16989,-91.87478
154,sonicdrivein,701 E Main St,Park Hills,MO,37.84401,-90.50351
155,samuraisams,3039 W Peoria Ave,Phoenix,AZ,33.581838,-112.124385
156,arbys,324 W Bypass,Andalusia,AL,31.30789,-86.4999
157,amigoskingsclassic,1411 Q St,Lincoln,NE,40.814503,-96.700905
158,sonicdrivein,525 W Crawford St,Clay Center,KS,39.37906,-97.14248
159,mcdonalds,5802 S Broadway Ave,Tyler,TX,32.28572,-95.30372
160,mcdonalds,3112 N Navarro St,Victoria,TX,28.82378,-97.000727
161,subway,2 N Mineral St,Keyser,WV,39.44023,-78.97744
162,mcdonalds,1845 Fry Rd,Katy,TX,29.79332,-95.71956
163,whataburger,100 W Loop 340,Woodway,TX,31.51211,-97.18724
164,mcdonalds,104 E Grant St,Roma,TX,26.40269,-99.01235
165,mcdonalds,441 Craig St,Buffalo,TX,31.45096,-96.07826
166,mcdonalds,2111 Ave F NW US 287,Childress,TX,34.43504,-100.22784
167,tacobell,1005 S 14th St,Kingsville,TX,27.50749,-97.85649
168,mcdonalds,4622 S Fort Hood St,Killeen,TX,31.07809,-97.75698
169,tacobell,404 N Wood St,Gilmer,TX,32.73227,-94.94278
170,mcdonalds,7104 S Fry Rd,Katy,TX,29.71927,-95.78177
171,mcdonalds,1265 S Wheeler St,Jasper,TX,30.91192,-93.99569
172,mcdonalds,307 E Wise St,Bowie,TX,33.557809,-97.846268
173,tacobell,705 N McCoy Blvd,New Boston,TX,33.4717,-94.4091
174,mcdonalds,821 S Sam Houston Blvd,San Benito,TX,26.12559,-97.63723
175,dominospizza,2652 S Nc 127 Hwy,Hickory,NC,35.69172,-81.35675
176,sonicdrivein,1696 N Center St,Lonoke,AR,34.79816,-91.89096
177,dominospizza,651 Terry Pkwy Ste 101,Gretna,LA,29.90228,-90.03
178,dominospizza,1449 Papillion Dr,Papillion,NE,41.141563,-96.01308
179,dominospizza,323 N 114th St,Omaha,NE,41.2606,-96.09081
180,dominospizza,102 Pavilion Pkwy,Newport,KY,39.09245,-84.4806
181,dominospizza,998 Nc Highway 150 W A,Greensboro,NC,36.20043,-79.84375
182,tacobell,1518 N Ed Carey Dr,Harlingen,TX,26.17221,-97.67362
183,mcdonalds,1501 7th St,Las Vegas,NM,35.60569,-105.22363
184,sonicdrivein,1130 Burlington St,Holdrege,NE,40.42485,-99.3797
185,tacobell,1630 S Broadway,Minot,ND,48.21665,-101.29666
186,tacojohns,801 Dakota Ave,Wahpeton,ND,46.26365,-96.61158
187,tacojohns,223 N Josephine Ave,Madison,SD,44.006216,-97.118242
188,mcdonalds,327 S Canal St,Carlsbad,NM,32.41713,-104.2292
189,mcdonalds,2005 E Madison Ave,Bastrop,LA,32.77873,-91.8896
190,sonicdrivein,2000 N Date St,Truth Or Consequences,NM,33.15244,-107.24684
191,mcdonalds,320 NW 2nd St,Madison,SD,44.007172,-97.115957
192,tacobell,681 W Bridge St,Owatonna,MN,44.084414,-93.241752
193,tacobell,2121 E Grand Ave,Laramie,WY,41.30959,-105.56668
194,tacojohns,1401 Mill St,Belle Fourche,SD,44.66263,-103.85504
195,whataburger,1650 E Bert Kouns Industrial Loop,Shreveport,LA,32.4316,-93.71381
196,northeasternstateuniversity,600 N Grand Ave,Tahlequah,OK,35.9196,-94.96673
197,mcdonalds,507 MacArthur Dr,Alexandria,LA,31.29621,-92.478
198,tacobell,245 High St,Ellsworth,ME,44.5325,-68.408
199,mcdonalds,259 High St,Ellsworth,ME,44.53099,-68.40688
200,pizzahut,6001 San Mateo Blvd Ne Ste G1,Albuquerque,NM,35.14515,-106.58797
201,mcdonalds,304 Keyser Ave,Natchitoches,LA,31.75412,-93.08107
202,dominospizza,192 Water St,Gardiner,ME,44.22938,-69.77157
203,sonicdrivein,1306 S Thompson St,Springdale,AR,36.17034,-94.13983
204,mcdonalds,1310 E Main St,Stigler,OK,35.25441,-95.10962
205,tacobell,1510 S Mississippi Ave,Atoka,OK,34.3717,-96.13563
206,subway,207 N Broadway St,Checotah,OK,35.47132,-95.52156
207,dominospizza,4105 Main St,Springfield,OR,44.04537,-122.96621
208,dominospizza,499 Canal St,Brattleboro,VT,42.83924,-72.56684
209,sonicdrivein,105 Blake Dr,Wagoner,OK,35.96083,-95.39476
210,subway,5704 Jackson St,Alexandria,LA,31.26788,-92.48741
211,mcdonalds,603 E Main St,Endicott,NY,42.09591,-76.05453
212,jimmyjohns,1052 Sagamore Pkwy W,West Lafayette,IN,40.45384,-86.91841
213,tacobell,363 Swanton Rd,Saint Albans,VT,44.8396,-73.08202
214,subway,580 Shelburne Rd Ste 11,Burlington,VT,44.44926,-73.20896
215,pizzahut,2201 S Park Ave Ste 5,Alexandria,IN,40.24008,-85.66922
216,dominospizza,25 Berlin St,Montpelier,VT,44.25664,-72.57701
217,wendys,313 2nd St,North Wilkesboro,NC,36.16562,-81.13658
218,dominospizza,127 North St,Houlton,ME,46.13483,-67.83927
219,tacojohns,1215 2nd Ave W,Williston,ND,48.1566,-103.6262
220,sarkujapan,7201 Two Notch Rd,Columbia,SC,34.064617,-80.95748
221,tacobell,875 4th St SW,Mason City,IA,43.14776,-93.21414
222,tacobell,320 11th Street Sw Plz,Spencer,IA,43.12617,-95.15025
223,tacobell,120 E Jefferson St,Washington,IA,41.29768,-91.69085
224,tacobell,6694 Highway 431 S,Owens Cross Roads,AL,34.657839,-86.483357
225,pizzahut,2721a Emanuel Church Rd,West Columbia,SC,33.93912,-81.150724
226,tacobell,837 W Morton Ave,Jacksonville,IL,39.723201,-90.240464
227,burgerking,2013 US Route 20,Seneca Falls,NY,42.9037,-76.8312
228,chickfila,2211 W Dekalb St,Camden,SC,34.24907,-80.64598
229,subway,1400 S Higley Blvd,Rawlins,WY,41.77618,-107.22593
230,dominospizza,3 Spaulding Ave,Malone,NY,44.84987,-74.28485
231,tacobell,80 Clinton Plz,Clinton,IL,40.14714,-88.97722
232,tacobell,776 E Main St,Cobleskill,NY,42.67962,-74.47452
233,mcdonalds,1134 Paterson St,Ogdensburg,NY,44.690205,-75.4774
234,tacobell,201 Maple City Dr,Monmouth,IL,40.9107,-90.64483
235,burgerking,31305 Vine St,Eastlake,OH,41.642781,-81.468481
236,captainds,2118 Missouri Blvd,Jefferson City,MO,38.58174,-92.20713
237,mcdonalds,1212 W Main St,Fairfield,IL,38.37957,-88.37697
238,jackinthebox,2333 Missouri Blvd,Jefferson City,MO,38.58134,-92.21398
239,mcdonalds,550 E Industrial Park Rd,Murphysboro,IL,37.78839,-89.32524
240,burgerking,220 S Main St,Atmore,AL,31.02181,-87.49386
241,tacobell,1607 S State Route 127,Greenville,IL,38.87866,-89.39077
242,mcdonalds,51-67 E 161st St,Bronx,NY,40.828053,-73.92529
243,fiveguys,253 W 42nd St,New York,NY,40.757015,-73.98944
244,peiwei,4461 Market Commons Dr,Fairfax,VA,38.858362,-77.376969
245,wendys,14493 Gideon Dr,Woodbridge,VA,38.637623,-77.297706
246,arbys,2815 Fern Valley Rd,Louisville,KY,38.1575,-85.7112
247,mcdonalds,2800 Outer Loop,Louisville,KY,38.13627,-85.71168
248,tacobell,6501 Paramount Park Dr,Louisville,KY,38.156731,-85.712124
249,arbys,713 McCroskey St,Nixa,MO,37.053586,-93.302767
250,tacobell,3409 W Blue Ridge Dr,Greenville,SC,34.852468,-82.451033
251,mcdonalds,6103 White Horse Rd,Greenville,SC,34.853023,-82.452875
252,sonicdrivein,2219 Madison Street,Clarksville,TN,36.5098,-87.2763
253,tacobell,788 Riverside Drive,Clarksville,TN,36.5401,-87.3663
254,wendys,400 Lovell Rd,Knoxville,TN,35.90428,-84.14246
255,burgerking,13433 Leopard St,Corpus Christi,TX,27.856211,-97.629141
256,jackinthebox,208 E Highway 90,Dayton,TX,30.046579,-94.886769
257,jimmyjohns,3305 S Campbell Ave Ste E,Springfield,MO,37.15422,-93.29613
258,mcdonalds,1173 Murfreesboro Rd,Nashville,TN,36.1217,-86.7054
259,tacobell,2203 E Hubbard St,Mineral Wells,TX,32.8095,-98.0953
260,wendys,2901 Houston Hwy,Victoria,TX,28.8117,-96.9739
261,krystal,6201 W Colonial Drive,Orlando,FL,28.552592,-81.464927
262,bajafresh,3596 MT Diablo Blvd,Lafayette,CA,37.891487,-122.12335
263,mcdonalds,31707 LA Highway 16,Denham Springs,LA,30.528322,-90.956294
264,mcdonalds,903 S Springfield Ave,Bolivar,MO,37.60553,-93.40686
265,tacobell,1875 S Springfield Ave,Bolivar,MO,37.596828,-93.403066
266,tacobell,1905 Southwest Blvd,Jefferson City,MO,38.55503,-92.19907
267,tacobell,2605 Missouri Blvd,Jefferson City,MO,38.581753,-92.219515
268,chickfila,3407 Missouri Blvd,Jefferson City,MO,38.58141,-92.24298
269,burgerking,1911 S Springfield Ave,Bolivar,MO,37.596372,-93.402919
270,bojanglesfamouschickennbiscuits,5160 Southport Supply Road,Southport,NC,33.9516,-78.0426
271,burgerking,421 N 36th St,Quincy,IL,39.93634,-91.35881
272,arbys,501 S 8th St,Rogers,AR,36.32953,-94.12543
273,wendys,2000 S Pleasant St,Springdale,AR,36.167387,-94.143617
274,subway,311 N Gaskill St,Huntsville,AR,36.08869,-93.74247
275,hardees,401 S Thompson St,Springdale,AR,36.1825,-94.138655
276,mcdonalds,1260 E Robinson Ave,Springdale,AR,36.16732,-94.11799
277,burgerking,1300 S Thompson St,Springdale,AR,36.17076,-94.13973
278,mcdonalds,1407 Main St,Keokuk,IA,40.40352,-91.39082
279,tacobell,1421 Avenue H,Fort Madison,IA,40.63043,-91.32385
280,tacobell,1029 S Range Line Rd,Joplin,MO,37.079654,-94.477436
281,pollotropical,18710 S Dixie Hwy,Miami,FL,25.594612,-80.356141
282,burgerking,709 N Jefferson St,Saint James,MO,38.003166,-91.61875
283,mcdonalds,9601 Jefferson Hwy,New Orleans,LA,29.956277,-90.217056
284,wendys,368 S Gloster St,Tupelo,MS,34.252985,-88.716015
285,burgerking,840 W Main St,Tupelo,MS,34.25764,-88.71664
286,burgerking,207 Highway 15 N,Pontotoc,MS,34.257816,-89.018178
287,arbys,1130 Murfreesboro Rd,Franklin,TN,35.915443,-86.833983
288,dominospizza,116 Highway 15 N,Pontotoc,MS,34.25054,-89.01787
289,dominospizza,1221 S Gloster St,Tupelo,MS,34.2297,-88.7196
290,burgerking,11292 Old 63 S,Lucedale,AL,30.733883,-88.4936
291,burgerking,2395 Pass Rd,Biloxi,AL,30.40158,-88.97576
292,wafflehouse,309 S Pearson Rd.,Pearl,AL,32.26905,-90.13568
293,popeyeschickenbiscuits,4337 Robinson St,Jackson,AL,32.300625709,-90.258128236
294,popeyeschickenbiscuits,4725 Clinton Blvd,Jackson,AL,32.328147485,-90.251587368
295,hardees,605 W US Highway 18,Garner,IA,43.10586,-93.607445
296,burgerking,202 11th Street Sw Plz,Spencer,IA,43.12581,-95.14723
297,mcdonalds,1705 W Burlington Ave,Fairfield,IA,41.00652,-91.98436
298,jimmyjohns,3022 5th Ave S,Fort Dodge,IA,42.50182,-94.15404
299,wendys,2313 5th Ave S,Fort Dodge,IA,42.50071,-94.16583
300,mcdonalds,2509 5th Ave S,Fort Dodge,IA,42.5011,-94.16261
301,arbys,1755 John F Kennedy Rd,Dubuque,IA,42.502143,-90.72184
302,wendys,1255 E 16th St,Dubuque,IA,42.5121,-90.6552
303,backyardburgers,6466 Poplar Ave,Memphis,TN,35.099798,-89.848067
304,burgerking,2209 Circle Dr W,Spirit Lake,IA,43.42173,-95.12424
305,krystal,815 West Second Street,Tifton,GA,31.458252,-83.526697
306,arbys,810 2nd St W,Tifton,GA,31.4575,-83.52582
307,bojanglesfamouschickennbiscuits,303 S Magnolia Street,Tifton,GA,31.451335,-83.524973
308,hardees,420 Rhomberg Ave,Dubuque,IA,42.512515,-90.666233
309,mcdonalds,620 Iowa St,Dubuque,IA,42.499766,-90.665046
310,hardees,2196 University Ave,Dubuque,IA,42.49936,-90.69409
311,mcdonalds,614 S Highland St,Memphis,TN,35.11467,-89.94567
312,mcdonalds,108 E Brazell Street,Reidsville,GA,32.0872,-82.1169
313,checkers,6804 Casino Strip Resort Blvd,Robinsonville,MS,34.819435,-90.315636
314,mcdonalds,2515 Main St,Cedar Falls,IA,42.51433,-92.44636
315,mcdonalds,1203 4th Stsw,Waverly,IA,42.71363,-92.47495
316,mcdonalds,610 W 1st St,Cedar Falls,IA,42.537782,-92.452172
317,krystal,70 Goodman Road,Southaven,MS,34.963048,-89.991071
318,burgerking,1330 Poplar Ave,Memphis,TN,35.14451,-90.0163
319,burgerking,6428 E Shelby Dr,Memphis,TN,35.020951,-89.849198
320,krystal,3675 Lamar Ave,Memphis,TN,35.06408,-89.9415
321,burgerking,3591 Lamar Ave,Memphis,TN,35.068122,-89.944386
322,burgerking,2090 Union Ave,Memphis,TN,35.13482,-89.99183
323,arbys,1130 N Quincy Ave,Ottumwa,IA,41.017663,-92.437886
324,burgerking,1122 N Quincy Ave,Ottumwa,IA,41.016358,-92.438456
325,dominospizza,2804 Grand Ave,Billings,MT,45.78377,-108.58727
326,dominospizza,904 Main St Ste 1,Billings,MT,45.81531,-108.4716
327,mcdonalds,608 Wyoming Ave,Creston,IA,41.051853,-94.367339
328,mcdonalds,915 Short St,Decorah,IA,43.29087,-91.79683
329,integratedtherapyspecialistsarnolddlarson,915 Short St,Decorah,IA,43.2915,-91.7971
330,mcdonalds,506 S Main St,Swainsboro,GA,32.584458,-82.321669
331,kfc,302 S Main St,Swainsboro,GA,32.5931,-82.3314
332,hardees,501 S Main St,Swainsboro,GA,32.58476,-82.321876
333,burgerking,413 S Main St,Swainsboro,GA,32.58951,-82.32731
334,wendys,115 S Roosevelt Ave,Burlington,IA,40.810887,-91.141513
335,arbys,405 S Roosevelt Ave,Burlington,IA,40.807291,-91.142192
336,jimmyjohns,830 N 2nd St,Clinton,IA,41.85268,-90.18691
337,mcdonalds,729 N 2nd St,Clinton,IA,41.85137,-90.18702
338,wendys,825 N 2nd St,Clinton,IA,41.852665,-90.186586
339,mcdonalds,1804 Lincoln Way,Clinton,IA,41.816011,-90.229246
340,jimmyjohns,427 E 6th St,Carroll,IA,42.06454,-94.86163
341,mcdonalds,912 W Highway 30 St,Carroll,IA,42.0715,-94.8767
342,arbys,1515 Plaza Drive,Carroll,IA,42.065153,-94.843281
343,burgerking,915 W US Highway 30,Carroll,IA,42.07128,-94.87785
344,hardees,605 Flindt Dr,Storm Lake,IA,42.645464,-95.188684
345,kfc,613 Flindt Dr,Storm Lake,IA,42.6453,-95.1881
346,burgerking,1300 Lake Ave,Storm Lake,IA,42.655465,-95.20075
347,arbys,2401 4th St SW,Mason City,IA,43.147806,-93.236725
348,hardees,515 S Delaware Ave,Mason City,IA,43.147024,-93.19974
349,burgerking,2310 4th St SW,Mason City,IA,43.148534,-93.235558
350,dominospizza,1102 Highway 72 E,Corinth,MS,34.91913,-88.51157
351,burgerking,705 1st Ave E,Newton,IA,41.699413,-93.04532
352,dominospizza,317 W 6th St Ste 105-106,Moscow,ID,46.72966,-117.00437
353,burgerking,120 Boone Heights Dr,Boone,NC,36.201496,-81.656779
354,jimmyjohns,525 W King St,Boone,NC,36.21992,-81.68616
355,jimmyjohns,1778 Blowing Rock Rd,Boone,NC,36.19887,-81.65861
356,jackinthebox,3100 Foothills Ave,Mountain Home,ID,43.14158,-115.66251
357,wendys,2910 American Legion Blvd,Mountain Home,ID,43.136722,-115.665115
358,mcdonalds,2840 American Legion Blvd,Mountain Home,ID,43.1371,-115.66442
359,wafflehouse,946 Carolina Ave,Washington,NC,35.555,-77.0592
360,mcdonalds,1212 N Main Ave,Sioux Center,IA,43.09082,-96.17456
361,mcdonalds,869 Pole Line Rd,Twin Falls,ID,42.59206,-114.45867
